136,Which of these situations require the removal of the clothing of the patient as a first aid,Simple cut,Drowning,High fever,Chemical burn,C,JSS 2,Basic Science,"FIRST AID
",2021-08-17 17:51:51,2021-08-17 17:51:51
137,Which of these situations require mouth-to-mouth resuscitation as a first aid,Simple cut,Drowning,High fever,Chemical burn,B,JSS 2,Basic Science,"FIRST AID
",2021-08-17 17:51:51,2021-08-17 17:51:51
138,Which of these situations require flushing with cold water as a first aid,Simple cut,Drowning,High fever,Chemical burn,D,JSS 2,Basic Science,"FIRST AID
",2021-08-17 17:51:51,2021-08-17 17:51:51
139,Which of these situations require draining the bleeding with cotton wool and iodine as a first aid,Simple cut,Drowning,High fever,Chemical burn,A,JSS 2,Basic Science,"FIRST AID
",2021-08-17 17:51:51,2021-08-17 17:51:51
140,Which of these is not true about the application of first aid,Give liquid drugs to unconscious victims,Stop bleeding before anything,Dress the wound with clean materials,Act quickly and quietly,A,JSS 2,Basic Science,"FIRST AID
",2021-08-17 17:51:51,2021-08-17 17:51:51
141,Which of these is not a characteristic of a good first aider,Highly observant,Sympathetic and comforting,Highly extravagant,Resourceful,C,JSS 2,Basic Science,"FIRST AID
",2021-08-17 17:51:51,2021-08-17 17:51:51
142,Any effort put in place to save life and property is known as,Safety,Extraction,First aid,Rescue operation,D,JSS 2,Basic Science,"RESCUE OPERATIONS
",2021-08-17 17:51:51,2021-08-17 17:51:51
143,What must be on ground in preparing for rescue operation at any given time,Rescue tools,Rescue personnel,Rescue vans,Rescue plans,D,JSS 2,Basic Science,"RESCUE OPERATIONS
",2021-08-17 17:51:52,2021-08-17 17:51:52
144,Rescue plans include the following except,Pre-hospital care,Speed bumps,Proper and effective planning,Transportation,B,JSS 2,Basic Science,"RESCUE OPERATIONS
",2021-08-17 17:51:52,2021-08-17 17:51:52
145,The following are aims of rescue operations except,Providing timely response to emergencies,Saving human lives,Eradicating poverty,Providing dignity to the remains of unfortunate victims,C,JSS 2,Basic Science,"RESCUE OPERATIONS
",2021-08-17 17:51:53,2021-08-17 17:51:53
146,The aspects involved in rescue operation involve the following except,Law breakers,Environment,Vehicles,Victims,A,JSS 2,Basic Science,"RESCUE OPERATIONS
",2021-08-17 17:51:53,2021-08-17 17:51:53
147,The following are materials used in technology except,Wood,Soap,Plastic,Ceramic,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
148,Which of these is an example of the use of wood,Exploration,Clothing,Drilling,Metal fabrication,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
149,Which of the following is not an example of the use of wood,Furniture,Building construction,Philosophy,Education,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
150,Which of the following is not an example of the use of wood,Exportation,Transport,Packaging,Tool making,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
151,Which of the following is a reason for the widespread use of wood,It is easily obtained,It is hard,It is beautiful,It can be easily broken,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
152,Which of the following is a reason for the widespread use of wood,It is hard,It is expensive,It is soft,It is cheap,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
153,Which of the following is not a reason for the widespread use of wood,It is easily worked with tools,It possesses considerable strength for its relatively low weight,It has good acoustic properties,It is easily malleable,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
154,Which of the following is not a reason for the widespread use of wood,Wood does not conduct electricity,Wood is not a good conductor of heat,Wood treated with fire retardants are fire resistant,Finished wood is not easily affected by weather and climate changes,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
155,The following are ferrous metals except,Cast Iron,Mild Steel,Aluminum,Rough Iron,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:54,2021-08-17 17:51:54
156,Which of the following is a ferrous metal,Copper,Lead,High Carbon Steel,Zinc,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:55,2021-08-17 17:51:55
157,Which of the following is a non-ferrous alloy,Zinc,Solder,Mild steel,Tin,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:55,2021-08-17 17:51:55
158,The following are non-ferrous alloys except,Brass,Bell metal,Gum metal,Tin,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:55,2021-08-17 17:51:55
159,The following are non-ferrous metals except,Phosphor-Bronze,Aluminum,Lead,Tin,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:55,2021-08-17 17:51:55
160,Which of the following is a non-ferrous metal,Solder,Tin,Brass,Cast iron,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:56,2021-08-17 17:51:56
161,Which of these is used for making piston rings,Solder,Aluminum,Rough iron,Cast iron,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:56,2021-08-17 17:51:56
162,Which of these is used for making nuts,Brass,Tin,High carbon steel,Mild steel,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:56,2021-08-17 17:51:56
163,Which of these is used for making hammer heads,Cast iron,Mild steel,Rough iron,High carbon steel,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:56,2021-08-17 17:51:56
164,The material used for making crane hooks is known as,Cast iron,Mild steel,Rough iron,High carbon steel,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:56,2021-08-17 17:51:56
165,The material used for making soldering bits is,Lead,Tin,Cast iron,Copper,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
166,The material used as the base for many alloys is,Lead,Brass,Cast iron,Copper,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
167,The material used as protective coating on copper wire is,Copper,Aluminum,Zinc,Tin,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
168,Which of these is used for making air craft parts,Copper,Aluminum,Zinc,Tin,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
169,Which of these is used for making roofing sheets,Copper,Aluminum,Zinc,Tin,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
170,Which of these is used for joining most non-ferrous materials,Solder,Bell metal,Gum metal,Brass,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
171,The material used for making rods is known as,Solder,Bell metal,Gum metal,Brass,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
172,The material used for making bells is known as,Solder,Bell metal,Gum metal,Brass,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:57,2021-08-17 17:51:57
173,Which of these materials is used for making gears,Solder,Bell metal,Gum metal,Brass,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
174,Which of these materials is used for making stampings and pressings,Cartridge brass,Bronze,Steel,Phosphor-bronze,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
175,Which of these materials is used for making springs and bearings,Cartridge brass,Bronze,Steel,Phosphor-bronze,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
176,Which of these ceramics is used for making flower vases,Shiny exterior,Corrosion resistant,Heat resistant,Electrical insulation,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
177,Which of these ceramics is used for storing chemicals,Shiny exterior,Corrosion resistant,Heat resistant,Electrical insulation,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
178,Which of these ceramics is used for making furnaces,Shiny exterior,Corrosion resistant,Heat resistant,Electrical insulation,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
179,Which of these ceramics is used for making plugs and switches,Shiny exterior,Corrosion resistant,Heat resistant,Electrical insulation,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
180,Which of the following is not a use of rubber,Making car bumpers,Making vehicle tubes and tyres,Making rain coats and boots,Making tiles,D,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
181,Which of the following is not a use of rubber,Making slippers and rubber shoes,Making music,Making gloves,Making electrical insulators,B,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
182,Which of the following is not a use of plastic,Making blackboards,"Making buckets, cups and plates",Making ceiling decoration,Making electrical insulation,A,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
183,Which of the following is a use of plastic,Making clothes,Making electrical wires,Making tubes and pipes,Making construction rods,C,JSS 2,Basic Science,"MATERIALS AND THEIR COMMON USES
",2021-08-17 17:51:58,2021-08-17 17:51:58
184,Which of these machines cannot be used to transmit motion or power,Belt drives,Chain drives,Gears,Wood work machines,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:51:59,2021-08-17 17:51:59
185,Which of these machines work in conjunction with pulleys,Belt drives,Chain drives,Gears,Wood work machines,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:51:59,2021-08-17 17:51:59
186,Which of the following is not a wood work machine,Circular saw,Wood lathe,Turn table,Surface planer,C,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:51:59,2021-08-17 17:51:59
187,The following make use of belt and chain drives except,Sewing machine,Bicycles,Lathe machine,Grinders,C,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:51:59,2021-08-17 17:51:59
188,Which of these is not an advantage of belt drives,It is not expensive,It is not easy to repair,It is easy to design,It does not require lubricant,B,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:51:59,2021-08-17 17:51:59
189,Which of these is not a disadvantage of belt drives,It cannot transmit a heavy load,it does not last long,There is spillage,There is slippage,C,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
190,Which of the following is not an advantage of chain drives,It requires lubricant,It lasts long,it can carry heavy load,It is not very expensive,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
191,Which of these is a disadvantage if chain drives,It is fast,it requires longer time to shut down,It has massive power,it is applied in various machines,B,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
192,The following are examples of portable wood work machines except,Belt sander,Hand drill,Fret saw,Band saw,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
193,Which of these machines is used for ripping and deep cutting,Circular saw,Band saw,Wood lathe,Surface planer,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
194,Which of these machines rips curves in wood,Circular saw,Band saw,Wood lathe,Surface planer,B,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
195,Which of these machines is employed when a job needs to be continuously and rapidly turned,Circular saw,Band saw,Wood lathe,Surface planer,C,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
196,Which of these machines shaves the surface of a wooden piece,Circular saw,Band saw,Wood lathe,Surface planer,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
197,Which of these is used to plane a wooden piece to a precise thickness,Thicknesser,Hand drill,Belt sander,Power saw,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
198,Which of these is used for making holes in wood,Thicknesser,Hand drill,Belt sander,Power saw,B,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:00,2021-08-17 17:52:00
199,Which of these is used for smoothening wood,Thicknesser,Hand drill,Belt sander,Power saw,C,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
200,Which of these is used for cutting wood of fairly thin thickness,Thicknesser,Hand drill,Belt sander,Power saw,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
201,Which of these is not a way of maintaining wood work machines,Always make sure that the machines are soaked in water,Do not use a faulty machine,Switch off the machine when it is not being used,Obey instructions governing the operation of the machine,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
202,Which of these is not a way of maintaining wood work machines,Never use safety materials when working with the machines,Do not stay too close to the machine,They should not be used if the operator is not sure how to use it,They must be cleaned and lubricated after use,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
203,Which of these machines uses the ability of water and air to expand when subjected to pressure in its operation,Belt and chain drives,Wood work machines,Gears,Hydraulic machines,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
204,Which of the following is not an example of hydraulic machines,Hydraulic ram,Towing machine,Garden sprinkler,Water wheel,B,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
205,The actual basis of hydraulic action is explained by,Newton’s law,Snell’s law,Pascal’s law,Ohm’s law,C,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
206,Which of the following is not a use of hydraulic devices,Typing characters,Lifting loads,Pushing fluid from one pipe to another,Pumping water,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
207,Which of these is not an application of pneumatic devices,Blowing air,Extracting water,Pumping air,Drilling holes,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
208,What is the advantage if gears in transmitting motion,Time,Force,Friction,Pressure,C,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
209,The most widely used materials for making gears are,Plastic,Metals,Rubber,ceramic,B,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
210,Which of these is not a type of gear,Bevel gear,External gear,Planetary gear,Internal gear,B,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
211,Which of these is a type of gear,Rack gear,Cyclic gear,Knock gear,table gear,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:01,2021-08-17 17:52:01
212,The following are uses of gears except,Transferring motion from one part of a machine to another,Transferring linear motion to rotary motion,Selecting speed,Changing power,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:02,2021-08-17 17:52:02
213,Which of the following is a use of gears,Changing direction,Changing power,Changing force,Changing energy,A,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:02,2021-08-17 17:52:02
214,What is the function of lubrication in gears,Removing excess power,Reducing the force,Reducing speed,Reducing wear and tear,D,JSS 2,Basic Science,"TOOLS, MACHINES AND PROCESSES
",2021-08-17 17:52:02,2021-08-17 17:52:02
215,The position the body assumes for a specified moment is called,Posture,Position,Positioning,Positional,A,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:02,2021-08-17 17:52:02
216,Which of these postures requires the least muscular work to bring about movement,Sitting position,Good posture,Bad posture,lying position,B,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:02,2021-08-17 17:52:02
217,"The posture that puts strain on the muscles, ligaments and bones is called",Sitting position,Good posture,Bad posture,Lying position,C,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:02,2021-08-17 17:52:02
218,"When there is more pressure on the part of a body than others, which of the following results",Positional diseases,Postural diseases,Positional defects,Postural defects,D,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:03,2021-08-17 17:52:03
219,Which of these is not a cause of postural problems,Lack of sleep,Bone muscle imbalance,Defect of skeletal development,Injuries,A,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:03,2021-08-17 17:52:03
220,Which of these cannot cause postural problems,Poor nutrition,Balanced diet,Fatigue,Lack of exercise,B,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:03,2021-08-17 17:52:03
221,Hunchback or round back is also known as,Scoliosis,Lumbar Lordosis,Kyphosis,Hollow back,C,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:03,2021-08-17 17:52:03
222,Which of these is not a preventive measure of bad posture,Exercises,Balanced diet,Rest,Fatigue,D,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:03,2021-08-17 17:52:03
223,Which of these is not an importance of good posture,It gives prosperity,It gives self-confident,It is necessary for the optimal functioning of the body,It aids good health,A,JSS 2,Basic Science,"BASIC HUMAN MOVEMENT
",2021-08-17 17:52:03,2021-08-17 17:52:03
224,Which of the following is not a challenge in physical and health education,Drug and alcohol abuse,Lack of stamina,Discrimination against women,Physically challenged,B,JSS 2,Basic Science,"ISSUES AND CHALLENGES IN PHYSICAL AND HEALTH EDUCATION
",2021-08-17 17:52:03,2021-08-17 17:52:03
225,Which of the following is not a challenge in physical and health education,Poor budget,Lack of creativity,Application of effort,Challenges of leadership,C,JSS 2,Basic Science,"ISSUES AND CHALLENGES IN PHYSICAL AND HEALTH EDUCATION
",2021-08-17 17:52:03,2021-08-17 17:52:03
226,Which of the following is not a challenge in physical and health education,Challenge of mediocrity,Challenge of improving the curriculum,Violence,Lack of trophies,D,JSS 2,Basic Science,"ISSUES AND CHALLENGES IN PHYSICAL AND HEALTH EDUCATION
",2021-08-17 17:52:03,2021-08-17 17:52:03
227,Which of these is not a cause of violence in physical and health education,Sportsmanship,A must win attitude,Rough plays,Biased officials,A,JSS 2,Basic Science,"ISSUES AND CHALLENGES IN PHYSICAL AND HEALTH EDUCATION
",2021-08-17 17:52:03,2021-08-17 17:52:03
228,Which of the following is not a means of minimizing violence,Discouraging racism,Encouraging shady deals,Encouraging fair play,Employing the services of security officials,B,JSS 2,Basic Science,"ISSUES AND CHALLENGES IN PHYSICAL AND HEALTH EDUCATION
",2021-08-17 17:52:03,2021-08-17 17:52:03
229,"The sale, transport and profit from human beings who are forced to work for others is called",Slave trade,Child trafficking,Human trafficking,Women trafficking,C,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:03,2021-08-17 17:52:03
230,The business of human trafficking is tantamount to,Drug abuse,Child abuse,Prostitution,Slavery,D,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
231,Human trafficking is a violation of,Human rights,Criminal act,Copyright law,Company act,A,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
232,The victims of human trafficking are subjected to various forms of dehumanizing activities including the following except,Prostitution,Law enforcement,Begging,Working in sweatshops,B,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
233,Some of the techniques human traffickers use to lure victims include the following except,Force,Threat,Coercion,Fraud,D,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
234,The major causes of human trafficking include the following except,Poverty,Laziness,Lack of contentment,Religion,D,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
235,The following are health implications of human trafficking except,Injuries,Diseases,Mental problems,Good health,D,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
236,The following are health implications of human trafficking except,PTSD,Unwanted pregnancies,Mental stability,Depression,C,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
237,The following are solutions to human trafficking except,Colonization,Avoiding wars,Eradicating poverty,Good education,A,JSS 2,Basic Science,"HUMAN TRAFFICKING
",2021-08-17 17:52:04,2021-08-17 17:52:04
238,A non-competitive physical activity that takes place for the purpose of leisure is called,Sports,Recreation,Leisure,Games,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:04,2021-08-17 17:52:04
239,The scope of recreation covers two broad headings namely,Professional and amateur,Field and track,Indoor and outdoor,Local and continental,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:04,2021-08-17 17:52:04
240,Recreational activities performed inside the house is classified as,Outdoor activities,Indoor activities,Professional activities,Amateur activities,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:04,2021-08-17 17:52:04
241,Recreational activities performed outside the house is classified as,Outdoor activities,Indoor activities,Professional activities,Amateur activities,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:04,2021-08-17 17:52:04
242,Which of these is not true about indoor activities,Done inside the house,Few people are involved,Spectators are few,Recreational facilities are large,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
243,Which of these is not true about outdoor activities,Done outside the house,Spectators are many,Recreational facilities are moveable and moderate in size,Many people are involved,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
244,The following are the countries table tennis is rumored to have originated except,U.S.A,England,China,Brazil,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
245,Which of these countries made the game of table tennis popular,U.S.A,England,China,Brazil,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
246,The equipment in table tennis includes the following except,The table,The bat,The net,The hoop,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
247,Which of the following is an equipment used in table tennis,The racket,The baton,The ball,The goal post,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
248,The basic skills in table tennis include tennis include the following except,The service,The stance,The strokes,The Let,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
249,Which of the following is a basic skill of table tennis,The grip,The spin,The shot,The volley,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
250,Which of the following is a basic table tennis skill that involves the smash,The pass,The volley,The shot,The stroke,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
251,Which of these make use of creative rhythms to bring out the beauty of the sport,Swimming,Choreography,Aerobics,Dancing,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
252,Gymnastics was originated in,Germany,Japan,Greece,Australia,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:05,2021-08-17 17:52:05
253,Gymnastics was modernized in,Germany,Japan,Greece,Australia,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
254,The activities performed in a gymnasium is called,Exercise,Gymnastics,Aerobics,Body building,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
255,The art of performing various types of physical exercises and uncommon feats of skill is known as,Exercise,Gymnastics,Aerobics,Body building,B,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
256,Which of the following is an example of Stunt activities performed in the gym,Forward roll,Yoga,Wheel barrow,Rope climbing,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
257,Which of the following is an example of tumbling activities performed in the gym,Forward roll,Yoga,Wheel barrow,Rope climbing,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
258,Which of the following is an example of apparatus work performed in the gym,Forward roll,Yoga,Wheel barrow,Rope climbing,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
259,Which of the following is an example of apparatus activities performed in the gym,Backward roll,Yoga,Frog jump,Chin up,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
260,Which of the following is an example of tumbling activities performed in the gym,Backward roll,Yoga,Frog jump,Chin up,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
261,Which of the following is an example of Stunt activities performed in the gym,Backward roll,Yoga,Frog jump,Chin up,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
262,Which of the following is an example of apparatus activities performed in the gym,Rabbit jump,Meditation,Somersault,Pull up,D,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
263,Which of the following is an example of tumbling activities performed in the gym,Rabbit jump,Meditation,Somersault,Pull up,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
264,Which of the following is an example of Stunt activities performed in the gym,Rabbit jump,Meditation,Somersault,Pull up,A,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
265,Which of the following is an example of tumbling activities performed in the gym,Duck walk,Meditation,Head spring,Gate vault,C,JSS 2,Basic Science,"RECREATION, LEISURE AND DANCE ACTIVITIES
",2021-08-17 17:52:06,2021-08-17 17:52:06
